customer_id,gender,age,under_30,senior_citizen,married,dependents,number_of_dependents
1550-LOAHA,Female,53,No,No,Yes,No,0
0268-QKIWO,Female,41,No,No,No,No,0
0876-WDUUZ,Female,62,No,No,No,No,0
0617-FHSGK,Male,62,No,No,No,No,0
2858-MOFSQ,Female,50,No,No,No,No,0
7005-CCBKV,Male,53,No,No,No,No,0
4250-FDVOU,Female,44,No,No,No,No,0
6376-GAHQE,Male,48,No,No,No,No,0
5052-PNLOS,Male,50,No,No,No,No,0
6979-ZNSFF,Female,48,No,No,No,No,0
0516-WJVXC,Female,21,Yes,No,No,No,0
8809-RIHDD,Male,47,No,No,Yes,No,0
4822-NGOCH,Female,60,No,No,No,No,0
1432-FPAXX,Female,53,No,No,No,No,0
3884-HCSWG,Female,51,No,No,No,No,0
1142-WACZW,Male,64,No,No,No,No,0
2919-HBCJO,Female,36,No,No,No,No,0
4236-XPXAV,Female,45,No,No,Yes,No,0
7410-KTVFV,Male,53,No,No,Yes,No,0
8393-DLHGA,Male,55,No,No,No,No,0
0587-DMGBH,Female,48,No,No,No,No,0
3523-QRQLL,Female,22,Yes,No,Yes,No,0
8149-RSOUN,Female,49,No,No,No,No,0
4013-UBXWQ,Female,33,No,No,No,No,0
5519-NPHVG,Female,53,No,No,No,No,0
8849-GYOKR,Female,59,No,No,Yes,No,0
3148-BLQJT,Male,33,No,No,No,No,0
0461-CVKMU,Female,45,No,No,Yes,No,0
8806-EAGWC,Male,25,Yes,No,No,No,0
4183-WCSEP,Male,46,No,No,No,No,0
5498-TXHLF,Female,39,No,No,Yes,No,0
9722-UJOJR,Male,36,No,No,Yes,No,0
6772-KSATR,Male,31,No,No,No,No,0
7112-OPOTK,Male,37,No,No,No,No,0
4210-QFJMF,Female,41,No,No,No,No,0
5828-AVIPD,Male,29,Yes,No,Yes,No,0
1086-LXKFY,Female,46,No,No,Yes,No,0
7774-OJSXI,Male,53,No,No,No,No,0
7786-WBJYI,Female,31,No,No,No,No,0
5016-ETTFF,Male,46,No,No,No,No,0
0697-ZMSWS,Male,19,Yes,No,No,No,0
7593-XFKDI,Male,39,No,No,No,No,0
0337-CNPZE,Female,63,No,No,No,No,0
6347-DCUIK,Male,28,Yes,No,No,No,0
0897-FEGMU,Female,43,No,No,Yes,No,0
7663-RGWBC,Male,44,No,No,No,No,0
1120-BMWUB,Female,36,No,No,No,No,0
9124-LHCJQ,Female,22,Yes,No,No,No,0
2235-ZGKPT,Female,36,No,No,Yes,Yes,1
0689-NKYLF,Male,42,No,No,No,No,0
3658-KIBGF,Female,19,Yes,No,No,No,0
5519-YLDGW,Female,57,No,No,Yes,No,0
4951-UKAAQ,Female,30,No,No,No,No,0
2108-YKQTY,Female,42,No,No,No,No,0
4918-QLLIW,Male,23,Yes,No,No,No,0
2947-DOMLJ,Male,47,No,No,No,Yes,2
4112-LUEIZ,Male,55,No,No,No,No,0
4510-HIMLV,Male,50,No,No,No,No,0
5955-ERIHD,Male,53,No,No,Yes,No,0
5949-EBSQK,Male,44,No,No,Yes,Yes,1
7274-RTAPZ,Male,20,Yes,No,No,No,0
3834-XUIFC,Male,23,Yes,No,No,No,0
7599-FKVXZ,Male,54,No,No,Yes,No,0
8229-TNIQA,Female,36,No,No,No,No,0
7730-IUTDZ,Male,63,No,No,No,No,0
0426-TIRNE,Female,54,No,No,No,No,0
0748-RDGGM,Male,38,No,No,Yes,No,0
3746-EUBYR,Male,63,No,No,Yes,No,0
2332-EFBJY,Male,35,No,No,No,No,0
2165-VOEGB,Female,23,Yes,No,No,No,0
2219-MVUSO,Male,59,No,No,No,No,0
0963-ZBDRN,Male,45,No,No,No,No,0
7594-RQHXR,Female,20,Yes,No,No,No,0
6331-EWIEB,Male,49,No,No,No,No,0
4317-VTEOA,Male,61,No,No,No,No,0
1670-SVOWZ,Female,57,No,No,Yes,No,0
7541-YLXCL,Male,25,Yes,No,No,No,0
0260-ZDLGK,Female,50,No,No,No,Yes,2
0133-BMFZO,Female,40,No,No,No,No,0
6128-CZOMY,Female,43,No,No,No,No,0
9540-JYROE,Male,30,No,No,No,No,0
3656-TKRVZ,Female,19,Yes,No,No,No,0
1501-SGHBW,Male,34,No,No,No,No,0
3208-YPIOE,Male,64,No,No,No,No,0
2612-RANWT,Female,24,Yes,No,No,No,0
2933-FILNV,Female,53,No,No,Yes,Yes,3
9986-BONCE,Female,36,No,No,No,No,0
3194-ORPIK,Female,59,No,No,Yes,No,0
9378-FXTIZ,Female,50,No,No,Yes,No,0
1723-HKXJQ,Male,64,No,No,No,No,0
7825-GKXMW,Female,41,No,No,No,No,0
1240-KNSEZ,Male,63,No,No,No,No,0
0836-SEYLU,Male,64,No,No,Yes,No,0
3716-BDVDB,Male,62,No,No,No,No,0
5899-MQZZL,Female,25,Yes,No,No,No,0
6038-GCYEC,Female,25,Yes,No,No,No,0
1150-WFARN,Female,59,No,No,Yes,No,0
3144-AUDBS,Female,59,No,No,Yes,No,0
5616-PRTNT,Male,30,No,No,No,Yes,3
6688-UZPWD,Female,36,No,No,Yes,No,0
0968-GSIKN,Female,23,Yes,No,No,No,0
9057-SIHCH,Female,48,No,No,No,No,0
8601-QACRS,Female,54,No,No,No,No,0
2391-SOORI,Male,40,No,No,No,Yes,1
2645-QTLMB,Male,22,Yes,No,No,No,0
4806-HIPDW,Female,64,No,No,Yes,No,0
9136-ALYBR,Male,44,No,No,No,No,0
7479-NITWS,Male,35,No,No,No,No,0
2959-MJHIC,Male,60,No,No,Yes,No,0
8260-NGFNY,Female,29,Yes,No,No,No,0
1725-IQNIY,Male,34,No,No,Yes,No,0
6598-RFFVI,Male,56,No,No,No,No,0
8614-VGMMV,Female,33,No,No,No,No,0
2533-QVMSK,Male,46,No,No,Yes,No,0
8625-AZYZY,Male,51,No,No,Yes,No,0
9306-CPCBC,Female,44,No,No,No,No,0
3932-CMDTD,Female,29,Yes,No,No,No,0
3594-UVONA,Female,27,Yes,No,No,No,0
5089-IFSDP,Female,39,No,No,Yes,No,0
4817-VYYWS,Female,21,Yes,No,No,No,0
1396-QWFBJ,Female,32,No,No,Yes,No,0
5299-SJCZT,Male,57,No,No,No,No,0
7359-PTSXY,Male,36,No,No,No,No,0
4503-BDXBD,Male,41,No,No,No,No,0
5759-RCVCB,Female,20,Yes,No,No,No,0
6372-RFVNS,Female,55,No,No,Yes,No,0
0991-BRRFB,Male,31,No,No,No,No,0
5275-SQEIZ,Male,64,No,No,No,No,0
7716-YTYHG,Female,41,No,No,Yes,No,0
6959-UWKHF,Male,47,No,No,No,No,0
3815-SLMEF,Female,26,Yes,No,No,No,0
5154-VEKBL,Female,30,No,No,No,No,0
4587-VVTOX,Female,23,Yes,No,Yes,No,0
4652-NNHNY,Male,32,No,No,Yes,No,0
8515-OCTJS,Female,61,No,No,No,No,0
5261-QSHQM,Female,31,No,No,No,No,0
1334-FJSVR,Male,64,No,No,No,No,0
7625-XCQRH,Female,48,No,No,No,No,0
1731-TVIUK,Female,47,No,No,No,No,0
0618-XWMSS,Male,60,No,No,No,No,0
2565-JSLRY,Male,21,Yes,No,No,No,0
6689-KXGBO,Female,36,No,No,No,No,0
6615-NGGZJ,Male,56,No,No,No,No,0
4255-DDUOU,Female,47,No,No,Yes,Yes,3
2984-MIIZL,Male,51,No,No,No,No,0
5590-YRFJT,Female,44,No,No,Yes,No,0
3677-TNKIO,Female,27,Yes,No,No,No,0
3329-WDIOK,Female,56,No,No,No,No,0
2873-ZLIWT,Female,64,No,No,Yes,No,0
3415-TAILE,Female,21,Yes,No,Yes,Yes,2
1915-IOFGU,Female,53,No,No,No,No,0
3045-XETSH,Female,34,No,No,No,No,0
7239-HZZCX,Male,21,Yes,No,No,No,0
7665-TOALD,Female,25,Yes,No,No,No,0
0112-QWPNC,Male,61,No,No,Yes,No,0
2777-PHDEI,Female,20,Yes,No,No,No,0
1196-AMORA,Male,63,No,No,No,No,0
4282-YMKNA,Female,55,No,No,No,No,0
5356-RHIPP,Male,38,No,No,No,No,0
4628-CTTLA,Male,23,Yes,No,No,No,0
2876-VBBBL,Female,64,No,No,No,No,0
6834-NXDCA,Female,30,No,No,No,No,0
5597-GLBUC,Female,48,No,No,No,No,0
2748-MYRVK,Female,22,Yes,No,No,No,0
6559-ILWKJ,Male,44,No,No,Yes,No,0
4229-CZMLL,Male,49,No,No,No,No,0
3663-MITLP,Female,43,No,No,No,No,0
3737-GCSPV,Female,60,No,No,Yes,No,0
5797-APWZC,Female,41,No,No,No,No,0
3683-QKIUE,Female,51,No,No,No,No,0
4228-ZGYUW,Male,42,No,No,No,No,0
3519-ZKXGG,Female,61,No,No,Yes,No,0
6416-TVAIH,Male,39,No,No,Yes,No,0
5108-ADXWO,Male,30,No,No,No,No,0
3066-RRJIO,Female,29,Yes,No,No,No,0
1567-DSCIC,Male,59,No,No,No,No,0
2150-UWTFY,Female,21,Yes,No,Yes,Yes,3
2683-BPJSO,Male,37,No,No,Yes,No,0
2157-MXBJS,Male,20,Yes,No,Yes,No,0
1087-UDSIH,Female,38,No,No,No,No,0
5445-PZWGX,Male,63,No,No,No,No,0
9170-CCKOU,Male,62,No,No,Yes,No,0
5442-UTCVD,Male,53,No,No,No,No,0
7734-DBOAI,Female,42,No,No,Yes,Yes,2
2114-MGINA,Female,57,No,No,No,No,0
2187-LZGPL,Female,36,No,No,No,No,0
9019-QVLZD,Female,58,No,No,No,No,0
2979-SXESE,Female,57,No,No,Yes,No,0
6996-KNSML,Female,26,Yes,No,No,No,0
3400-ESFUW,Male,28,Yes,No,Yes,No,0
5502-RLUYV,Female,42,No,No,Yes,No,0
8417-FMLZI,Male,47,No,No,Yes,No,0
0515-YPMCW,Male,42,No,No,No,No,0
4729-XKASR,Male,56,No,No,No,Yes,3
9837-BMCLM,Male,39,No,No,No,No,0
0137-UDEUO,Female,24,Yes,No,No,No,0
4925-LMHOK,Male,29,Yes,No,No,No,0
1455-UGQVH,Male,35,No,No,Yes,No,0
8280-MQRQN,Female,39,No,No,No,No,0
3178-FESZO,Female,45,No,No,No,No,0
6087-MVHJH,Female,44,No,No,No,No,0
4603-JANFB,Male,51,No,No,No,No,0
3018-TFTSU,Male,44,No,No,No,No,0
4806-KEXQR,Male,27,Yes,No,No,No,0
7083-YNSKY,Female,22,Yes,No,No,No,0
6711-FLDFB,Female,62,No,No,No,No,0
1264-BYWMS,Male,40,No,No,No,No,0
2013-SGDXK,Female,27,Yes,No,No,No,0
3934-HXCFZ,Male,33,No,No,Yes,No,0
7666-WKRON,Female,39,No,No,No,No,0
2154-KVJFF,Female,42,No,No,No,No,0
3428-XZMAZ,Male,64,No,No,No,No,0
0378-TOVMS,Female,20,Yes,No,No,No,0
0318-QUUOB,Male,25,Yes,No,Yes,No,0
3750-CKVKH,Male,58,No,No,No,No,0
4547-KQRTM,Female,60,No,No,No,No,0
7639-SUPCW,Female,32,No,No,No,No,0
3440-JPSCL,Female,26,Yes,No,No,No,0
7817-BOQPW,Female,32,No,No,No,No,0
1853-UDXBW,Male,38,No,No,Yes,No,0
5458-CQJTA,Male,56,No,No,Yes,No,0
3540-RZJYU,Female,21,Yes,No,No,No,0
2091-MJTFX,Female,57,No,No,Yes,Yes,2
0883-EIBTI,Female,23,Yes,No,No,No,0
7571-YXDAD,Female,37,No,No,No,No,0
3006-XIMLN,Female,34,No,No,No,No,0
6305-YLBMM,Male,50,No,No,No,No,0
3647-GMGDH,Male,52,No,No,Yes,No,0
6595-COKXZ,Female,63,No,No,No,No,0
0362-ZBZWJ,Male,46,No,No,No,No,0
4211-MMAZN,Male,41,No,No,No,No,0
4274-OWWYO,Male,56,No,No,No,No,0
6633-MPWBS,Male,47,No,No,No,No,0
8785-EPNCG,Male,42,No,No,No,No,0
1582-RAFML,Male,26,Yes,No,No,No,0
8740-CRYFY,Male,62,No,No,No,No,0
2962-XPMCQ,Male,56,No,No,No,No,0
1678-FYZOW,Female,28,Yes,No,No,No,0
5480-TBGPH,Female,63,No,No,Yes,No,0
8854-CCVSQ,Male,58,No,No,No,No,0
6532-YLWSI,Female,25,Yes,No,Yes,No,0
5175-AOBHI,Female,48,No,No,No,No,0
5174-RNGBH,Female,27,Yes,No,No,No,0
7270-BDIOA,Female,60,No,No,No,No,0
9565-JSNFM,Male,39,No,No,No,No,0
0607-DAAHE,Male,62,No,No,No,No,0
9732-KPKBW,Male,49,No,No,No,No,0
9560-ARGQJ,Female,40,No,No,No,No,0
5134-IKDAY,Female,34,No,No,Yes,No,0
8714-EUHJO,Female,39,No,No,Yes,No,0
3721-CNEYS,Female,45,No,No,No,No,0
1193-RTSLK,Female,26,Yes,No,No,No,0
4432-ADRLB,Male,46,No,No,No,No,0
6413-XKKPU,Male,54,No,No,Yes,No,0
1449-XQEMT,Male,33,No,No,No,No,0
2626-URJFX,Male,55,No,No,Yes,Yes,3
2612-RRIDN,Male,25,Yes,No,No,No,0
4735-ASGMA,Male,55,No,No,No,No,0
3669-LVWZB,Male,20,Yes,No,No,No,0
6892-EZDTG,Female,55,No,No,Yes,No,0
7853-GVUDZ,Female,55,No,No,Yes,Yes,1
3943-KDREE,Female,48,No,No,No,No,0
9239-ZBZZV,Female,23,Yes,No,No,No,0
4398-HSCJH,Female,57,No,No,No,No,0
4430-UZIPO,Male,44,No,No,No,No,0
8008-HAWED,Male,38,No,No,No,No,0
1502-XFCVR,Female,57,No,No,No,No,0
9692-TUSXH,Female,23,Yes,No,No,No,0
7912-SYRQT,Female,35,No,No,No,No,0
1867-BDVFH,Male,35,No,No,Yes,No,0
2359-QWQUL,Female,35,No,No,Yes,No,0
9103-TCIHJ,Female,60,No,No,No,No,0
4140-WJAWW,Female,57,No,No,No,No,0
6653-CBBOM,Female,57,No,No,No,No,0
6101-IMRMM,Male,53,No,No,No,No,0
8943-URTMR,Female,56,No,No,No,No,0
2955-PSXOE,Female,48,No,No,No,No,0
7762-URZQH,Male,30,No,No,Yes,No,0
6907-NZZIJ,Female,54,No,No,No,No,0
2911-UREFD,Female,50,No,No,Yes,No,0
5673-TIYIB,Male,34,No,No,No,No,0
4628-WQCQQ,Male,37,No,No,No,No,0
1644-IRKSF,Female,48,No,No,Yes,No,0
1383-EZRWL,Female,62,No,No,No,No,0
8199-ZLLSA,Male,53,No,No,No,No,0
4625-EWPTF,Male,55,No,No,No,No,0
5980-NOPLP,Female,19,Yes,No,Yes,No,0
9874-QLCLH,Female,38,No,No,Yes,No,0
0947-IDHRQ,Female,21,Yes,No,No,No,0
9048-JVYVF,Male,48,No,No,No,No,0
1902-XBTFB,Male,39,No,No,No,No,0
2794-XIMMO,Male,61,No,No,Yes,No,0
8382-SHQEH,Female,58,No,No,Yes,No,0
3034-ZBEQN,Female,31,No,No,Yes,No,0
0302-JOIVN,Female,47,No,No,Yes,No,0
5366-IJEQJ,Male,20,Yes,No,No,No,0
1981-INRFU,Female,44,No,No,No,No,0
4971-PUYQO,Female,48,No,No,No,No,0
8634-CILSZ,Male,52,No,No,No,No,0
6682-QJDGB,Male,20,Yes,No,No,Yes,1
9530-EHPOH,Male,60,No,No,No,No,0
0345-HKJVM,Female,43,No,No,No,No,0
3235-ETOOB,Male,51,No,No,Yes,No,0
8058-INTPH,Female,57,No,No,No,No,0
2082-OJVTK,Male,25,Yes,No,Yes,No,0
8053-WWDRO,Female,62,No,No,Yes,No,0
2082-CEFLT,Male,31,No,No,No,No,0
5688-KZTSN,Male,59,No,No,Yes,Yes,3
2894-QOJRX,Female,19,Yes,No,Yes,No,0
3143-JQEGI,Female,52,No,No,Yes,No,0
3521-SYVOR,Female,26,Yes,No,No,No,0
9526-JAWYF,Male,49,No,No,No,No,0
5649-VUKMC,Female,61,No,No,No,No,0
4919-IKATY,Male,64,No,No,Yes,No,0
0877-SDMBN,Female,20,Yes,No,No,No,0
8065-YKXKD,Female,39,No,No,No,No,0
9637-EIHEQ,Female,20,Yes,No,No,No,0
9689-PTNPG,Male,42,No,No,No,No,0
9465-RWMXL,Male,62,No,No,Yes,No,0
2362-IBOOY,Male,22,Yes,No,No,No,0
0843-WTBXE,Male,38,No,No,No,No,0
5376-DEQCP,Female,48,No,No,No,No,0
9095-HFAFX,Female,61,No,No,No,No,0
2722-VOJQL,Male,30,No,No,No,No,0
7394-FKDNK,Female,62,No,No,Yes,No,0
1597-FZREH,Female,39,No,No,No,No,0
0727-IWKVK,Male,35,No,No,Yes,No,0
3512-IZIKN,Female,57,No,No,Yes,No,0
6141-OOXUQ,Male,43,No,No,No,No,0
2207-OBZNX,Male,56,No,No,No,No,0
6142-VSJQO,Female,27,Yes,No,Yes,Yes,3
6437-UKHMV,Female,31,No,No,No,No,0
6289-CPNLD,Male,33,No,No,Yes,No,0
5536-SLHPM,Female,38,No,No,Yes,No,0
8837-VVWLQ,Female,35,No,No,No,No,0
2696-NARTR,Male,40,No,No,No,No,0
7614-QVWQL,Male,57,No,No,Yes,No,0
1809-DMJHQ,Female,56,No,No,No,Yes,1
6923-EFPNL,Male,39,No,No,No,No,0
9574-RKJIF,Male,52,No,No,Yes,No,0
2619-WFQWU,Female,34,No,No,No,No,0
0778-NELLA,Male,43,No,No,No,No,0
4614-NUVZD,Female,53,No,No,No,No,0
9572-MTILT,Male,47,No,No,Yes,No,0
9611-CTWIH,Female,56,No,No,No,No,0
6629-CZTTH,Male,62,No,No,No,No,0
5364-EVNIB,Male,61,No,No,No,No,0
4929-BSTRX,Female,61,No,No,No,No,0
2225-ZRGSG,Female,38,No,No,Yes,No,0
5271-YNWVR,Male,48,No,No,Yes,No,0
6330-JKLPC,Male,42,No,No,Yes,No,0
4667-OHGKG,Male,61,No,No,No,No,0
7253-UVNDW,Female,52,No,No,No,No,0
7228-OMTPN,Male,32,No,No,No,No,0
3799-ISUZQ,Male,49,No,No,Yes,No,0
1794-HBQTJ,Female,22,Yes,No,No,No,0
4818-DRBQT,Male,29,Yes,No,Yes,No,0
1320-HTRDR,Female,30,No,No,No,No,0
1493-AMTIE,Male,28,Yes,No,No,No,0
6424-ELEYH,Female,39,No,No,Yes,No,0
4391-RESHN,Male,49,No,No,No,No,0
6821-BUXUX,Female,28,Yes,No,No,No,0
9801-GDWGV,Female,52,No,No,No,No,0
0601-WZHJF,Male,53,No,No,Yes,No,0
5143-WMWOG,Male,62,No,No,No,No,0
5393-RXQSZ,Male,40,No,No,No,No,0
9444-JTXHZ,Male,53,No,No,Yes,No,0
5510-BOIUJ,Male,35,No,No,No,Yes,7
4471-KXAUH,Female,58,No,No,Yes,No,0
3244-DCJWY,Female,27,Yes,No,No,No,0
4797-AXPXK,Female,64,No,No,No,Yes,2
5229-PRWKT,Male,47,No,No,No,No,0
5057-LCOUI,Female,35,No,No,No,No,0
0156-FVPTA,Male,48,No,No,Yes,No,0
1984-FCOWB,Female,21,Yes,No,Yes,No,0
0654-HMSHN,Male,45,No,No,Yes,No,0
5196-SGOAK,Female,39,No,No,No,No,0
0363-QJVFX,Male,22,Yes,No,No,No,0
9840-DVNDC,Male,45,No,No,No,No,0
8042-JVNFH,Male,23,Yes,No,No,No,0
3374-LXDEV,Female,42,No,No,No,No,0
5049-GLYVG,Male,56,No,No,No,No,0
5883-GTGVD,Male,54,No,No,No,No,0
4817-QRJSX,Female,46,No,No,No,No,0
2237-ZFSMY,Female,29,Yes,No,No,No,0
8066-POXGX,Female,28,Yes,No,No,No,0
7854-EKTJL,Female,31,No,No,No,Yes,5
9102-IAYHT,Female,29,Yes,No,Yes,No,0
3422-LYEPQ,Male,57,No,No,Yes,No,0
9507-EXLTT,Female,30,No,No,Yes,No,0
9846-GKXAS,Female,53,No,No,No,No,0
4581-SSPWD,Female,63,No,No,No,No,0
0378-NHQXU,Female,31,No,No,Yes,No,0
4512-ZUIYL,Female,31,No,No,No,No,0
7969-AULMZ,Female,63,No,No,No,No,0
0568-ONFPC,Male,34,No,No,Yes,Yes,1
2968-SSGAA,Female,41,No,No,No,No,0
6777-TGHTM,Female,44,No,No,No,No,0
3538-WZPHD,Male,46,No,No,No,No,0
8610-WFCJF,Female,53,No,No,Yes,No,0
7881-INRLC,Male,34,No,No,No,No,0
0117-LFRMW,Male,52,No,No,Yes,Yes,1
6172-FECYY,Male,55,No,No,Yes,No,0
4192-GORJT,Male,43,No,No,Yes,No,0
7240-ETPTR,Female,51,No,No,Yes,No,0
5995-OIGLP,Male,42,No,No,No,No,0
6261-RCVNS,Female,22,Yes,No,No,No,0
3640-PHQXK,Female,54,No,No,No,No,0
8019-ENHXU,Male,50,No,No,Yes,No,0
9033-EOXWV,Female,57,No,No,No,No,0
1522-VVDMG,Male,25,Yes,No,Yes,No,0
8063-RJYNF,Male,27,Yes,No,No,No,0
0687-ZVTHB,Male,24,Yes,No,Yes,No,0
3727-RJMEO,Male,34,No,No,Yes,No,0
5685-IIXLY,Female,54,No,No,Yes,No,0
4250-ZBWLV,Male,24,Yes,No,No,No,0
5095-AESKG,Female,33,No,No,Yes,No,0
1871-MOWRM,Male,57,No,No,Yes,No,0
2027-OAQQC,Female,64,No,No,No,No,0
1555-DJEQW,Female,21,Yes,No,Yes,No,0
0519-XUZJU,Female,56,No,No,No,No,0
9445-SZLCH,Female,39,No,No,Yes,No,0
7568-PODML,Male,34,No,No,No,No,0
5349-IECLD,Male,61,No,No,No,No,0
3797-VTIDR,Male,55,No,No,Yes,No,0
9526-BIHHD,Male,30,No,No,No,No,0
4523-WXCEF,Female,21,Yes,No,Yes,No,0
8364-TRMMK,Female,51,No,No,No,No,0
3063-QFSZL,Female,37,No,No,No,No,0
9249-FXSCK,Female,20,Yes,No,No,No,0
5493-SDRDQ,Male,19,Yes,No,No,No,0
0871-URUWO,Male,36,No,No,Yes,No,0
0870-VEMYL,Female,34,No,No,No,No,0
3982-XWFZQ,Female,30,No,No,Yes,No,0
4009-ALQFH,Female,35,No,No,No,No,0
3627-FCRDW,Female,49,No,No,No,No,0
7562-GSUHK,Female,40,No,No,No,No,0
4903-UYAVB,Male,53,No,No,Yes,No,0
6776-TLWOI,Male,29,Yes,No,No,No,0
4077-CROMM,Female,51,No,No,Yes,No,0
4847-QNOKA,Female,30,No,No,No,No,0
8650-RHRKE,Male,27,Yes,No,No,No,0
0475-RIJEP,Male,47,No,No,No,No,0
1260-TTRXI,Male,64,No,No,No,No,0
2867-UIMSS,Male,24,Yes,No,No,No,0
8111-RKSPX,Male,20,Yes,No,No,No,0
1585-MQSSU,Male,36,No,No,No,No,0
8559-CIZFV,Male,34,No,No,Yes,No,0
7547-EKNFS,Male,37,No,No,Yes,No,0
4439-JMPMT,Female,38,No,No,Yes,No,0
2575-GFSOE,Female,25,Yes,No,Yes,No,0
2842-JTCCU,Male,27,Yes,No,No,No,0
9681-OXGVC,Female,54,No,No,No,No,0
6521-YYTYI,Male,59,No,No,No,No,0
8878-HMWBV,Male,47,No,No,No,No,0
3751-KTZEL,Female,62,No,No,No,No,0
0328-GRPMV,Female,43,No,No,No,No,0
4195-SMMNX,Male,62,No,No,No,No,0
6956-SMUCM,Female,29,Yes,No,No,No,0
2530-ENDWQ,Female,55,No,No,Yes,No,0
6615-ZGEDR,Male,42,No,No,No,No,0
9250-WYPLL,Female,20,Yes,No,No,No,0
2754-XBHTB,Female,40,No,No,No,No,0
0754-UKWQP,Male,63,No,No,No,No,0
7493-TPUWZ,Male,64,No,No,No,No,0
8752-STIVR,Female,61,No,No,No,No,0
7623-TRNQN,Male,34,No,No,No,Yes,1
1842-EZJMK,Male,28,Yes,No,Yes,No,0
8079-XRJRS,Male,39,No,No,Yes,No,0
8073-IJDCM,Female,44,No,No,No,No,0
2869-ADAWR,Female,41,No,No,No,No,0
0637-UBJRP,Male,40,No,No,Yes,No,0
0940-OUQEC,Male,54,No,No,No,No,0
3058-HJCUY,Male,36,No,No,Yes,No,0
0807-ZABDG,Female,43,No,No,No,Yes,2
2079-FBMZK,Female,50,No,No,No,No,0
6608-QQLVK,Male,35,No,No,No,No,0
3685-YLCMQ,Male,34,No,No,No,No,0
8413-VONUO,Male,34,No,No,No,No,0
4351-QLCSU,Female,47,No,No,No,No,0
5419-JPRRN,Male,32,No,No,No,No,0
0488-GSLFR,Female,41,No,No,No,No,0
9318-NKNFC,Male,53,No,No,No,No,0
9728-FTTVZ,Female,44,No,No,No,No,0
7254-IQWOZ,Male,30,No,No,No,No,0
0742-NXBGR,Female,64,No,No,No,No,0
6110-OHIHY,Male,33,No,No,No,No,0
5889-LFOLL,Female,27,Yes,No,No,No,0
5708-EVONK,Female,37,No,No,Yes,No,0
8708-XPXHZ,Female,25,Yes,No,Yes,No,0
7016-BPGEU,Female,53,No,No,No,No,0
1963-SVUCV,Male,59,No,No,No,No,0
0220-EBGCE,Male,58,No,No,No,No,0
2754-VDLTR,Male,54,No,No,No,No,0
3190-XFANI,Male,42,No,No,No,No,0
7551-DACSP,Male,49,No,No,Yes,Yes,1
0520-FDVVT,Male,26,Yes,No,No,No,0
5712-PTIWW,Male,46,No,No,No,No,0
1518-VOWAV,Female,31,No,No,No,No,0
5909-ECHUI,Female,49,No,No,No,No,0
1309-BXVOQ,Male,27,Yes,No,Yes,No,0
2856-HYAPG,Female,62,No,No,No,No,0
4488-PSYCG,Male,24,Yes,No,No,No,0
9210-IAHGH,Female,57,No,No,No,No,0
4592-IWTJI,Female,46,No,No,Yes,Yes,2
6518-LGAOV,Female,60,No,No,Yes,No,0
7242-QZLXF,Male,20,Yes,No,No,Yes,3
1000-AJSLD,Male,25,Yes,No,No,No,0
1062-LHZOD,Male,49,No,No,Yes,No,0
9600-NAXZN,Male,39,No,No,No,No,0
6457-USBER,Male,34,No,No,No,No,0
4415-IJZTP,Female,33,No,No,No,No,0
1465-VINDH,Female,31,No,No,Yes,No,0
1925-TIBLE,Female,62,No,No,Yes,No,0
9412-ARGBX,Female,47,No,No,No,No,0
2737-WFVYW,Female,28,Yes,No,No,No,0
9850-OWRHQ,Female,55,No,No,Yes,No,0
8676-TRMJS,Male,27,Yes,No,No,No,0
5515-AKOAJ,Female,38,No,No,No,No,0
5294-CDGWY,Male,51,No,No,Yes,No,0
5295-PCJOO,Male,44,No,No,No,Yes,2
7660-HDPJV,Female,51,No,No,No,No,0
7931-PXHFC,Male,46,No,No,No,No,0
3090-HAWSU,Male,44,No,No,No,No,0
9820-RMCQV,Female,43,No,No,No,No,0
5204-QZXPU,Male,50,No,No,No,No,0
4597-ELFTS,Male,57,No,No,No,No,0
8450-JOVAH,Male,62,No,No,Yes,Yes,3
1113-IUJYX,Female,59,No,No,Yes,No,0
7758-XKCBS,Male,56,No,No,No,No,0
2446-PLQVO,Male,32,No,No,No,No,0
8784-CGILN,Female,34,No,No,No,No,0
9451-LPGOO,Male,22,Yes,No,No,No,0
2025-JKFWI,Male,31,No,No,No,No,0
4078-SAYYN,Female,45,No,No,No,No,0
0402-CQAJN,Female,22,Yes,No,No,No,0
6692-UDPJC,Female,61,No,No,Yes,Yes,1
1195-OIYEJ,Male,54,No,No,No,No,0
5906-CVLHP,Female,60,No,No,Yes,No,0
4501-EQDRN,Female,64,No,No,No,No,0
2990-HWIML,Female,58,No,No,No,No,0
5876-HZVZM,Female,55,No,No,Yes,Yes,3
3085-QUOZK,Female,55,No,No,No,No,0
3926-CUQZX,Male,27,Yes,No,No,No,0
1750-CSKKM,Male,40,No,No,No,Yes,3
8267-ZNYVZ,Female,47,No,No,Yes,No,0
1450-SKCVI,Female,22,Yes,No,No,No,0
6502-MJQAE,Male,27,Yes,No,No,No,0
0032-PGELS,Female,37,No,No,Yes,Yes,1
6394-MFYNG,Female,20,Yes,No,No,No,0
8155-IBNHG,Female,55,No,No,Yes,No,0
4745-LSPLO,Male,22,Yes,No,No,No,0
8083-YTZES,Male,52,No,No,No,No,0
4174-LPGTI,Female,49,No,No,Yes,No,0
2108-XWMPY,Male,29,Yes,No,No,No,0
